code,description
030541,"Fish: smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal"
030542,"Fish: smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal"
030543,"Fish: smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal"
030544,"Fish: smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal"
030549,"Fish: smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal"
030551,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030552,"Fish: dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030553,"Fish: dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod"
030554,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish"
030559,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5"
030561,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)"
030562,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030563,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)"
030564,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030569,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
030571,"Fish: edible offal, shark fins"
030572,"Fish: edible offal, fish heads, tails and maws"
030579,"Fish: edible offal, other than shark fins, fish heads, tails and maws"
030611,"Crustaceans: frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030612,"Crustaceans: frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030614,"Crustaceans: frozen, crabs, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030615,"Crustaceans: frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030616,"Crustaceans: frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030617,"Crustaceans: frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030619,"Crustaceans: frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030631,"Crustaceans: live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not"
030632,"Crustaceans: live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
030633,"Crustaceans: live, fresh or chilled, crabs, whether in shell or not"
030634,"Crustaceans: live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not"
030635,"Crustaceans: live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not"
030636,"Crustaceans: live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
030639,"Crustaceans: live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not"
030691,"Crustaceans: rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030692,"Crustaceans: lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030693,"Crustaceans: crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030694,"Crustaceans: Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030695,"Crustaceans: shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030699,"Crustaceans: smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not"
030711,"Molluscs: oysters, whether in shell or not, live, fresh or chilled"
030712,"Molluscs: oysters, whether in shell or not, frozen"
030719,"Molluscs: oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process"
030721,"Molluscs: scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled"
030722,"Molluscs: scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen"
030729,"Molluscs: scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030731,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled"
030732,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen"
030739,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030742,"Molluscs: cuttle fish and squid, whether in shell or not, live, fresh or chilled"
030743,"Molluscs: cuttle fish and squid, whether in shell or not, frozen"
030749,"Molluscs: cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030751,"Molluscs: octopus (Octopus spp.), live, fresh or chilled"
030752,"Molluscs: octopus (Octopus spp.), frozen"
030759,"Molluscs: octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030760,"Molluscs: snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030771,"Molluscs: clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled"
030772,"Molluscs: clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen"
030779,"Molluscs: clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked"
030781,"Molluscs: abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled"
030782,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled"
030783,"Molluscs: abalone (Haliotis spp.), whether in shell or not, frozen"
030784,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, frozen"
030787,"Molluscs: abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030788,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030791,"Molluscs: n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled"
030792,"Molluscs: n.e.c. in heading 0307, whether in shell or not, frozen"
030799,"Molluscs: n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030811,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled"
030812,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), frozen"
030819,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process"
030821,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled"
030822,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen"
030829,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process"
030830,"Aquatic invertebrates: jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking"
030890,"Aquatic invertebrates: other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking"
030910,"Flours, meals and pellets of fish, fit for human consumption"
030990,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption"
040110,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%"
040120,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%"
040140,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%"
040150,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%"
040210,"Dairy produce: milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
040221,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
040229,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
040291,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
040299,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
040320,"Dairy produce: yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa"
040390,"Dairy produce: buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)"
040410,"Dairy produce: whey, whether or not concentrated or containing added sugar or other sweetening matter"
040490,"Dairy produce: natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04"
040510,"Dairy produce: derived from milk, butter"
040520,Dairy produce: dairy spreads
040590,Dairy produce: fats and oils derived from milk (other than butter or dairy spreads)
040610,"Dairy produce: fresh cheese (including whey cheese), not fermented, and curd"
040620,"Dairy produce: cheese of all kinds, grated or powdered"
040630,"Dairy produce: cheese, processed (not grated or powdered)"
040640,"Dairy produce: cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)"
040690,"Dairy produce: cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
040711,"Birds' eggs, in shell: fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)"
040719,"Birds' eggs, in shell: fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
040721,"Birds' eggs, in shell: fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)"
040729,"Birds' eggs, in shell: fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
040790,"Birds' eggs, in shell: preserved or cooked"
040811,"Eggs: birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter"
040819,"Eggs: birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
040891,"Eggs: birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter"
040899,"Eggs: birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter"
040900,Honey: natural
041010,Animal products: insects
041090,"Animal products: edible products of animal origin, not elsewhere specified or included, other than insects"
050100,"Animal products: hair, human, unworked, whether or not washed or scoured, and waste of human hair"
050210,"Animal products: hair and bristles, of pigs, hogs or boars, and waste thereof"
050290,"Animal products: badger hair and other brush making hair and waste of such bristles or hair, n.e.c. in heading no. 0502 (excluding horsehair)"
050400,"Animal products: guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
